Symbol,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
DAX,DAX,Horizons DAX Germany ETF,26.8,16080000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dax
QYLD,QYLD,Horizons NASDAQ-100 Covered Call ETF,23.42,18736000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qyld
HDP,HDP,"Hortonworks, Inc.",10.12,631087379.6,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/hdp
HPT,HPT,Hospitality Properties Trust,32,5256582368,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hpt
TWNK,TWNK,"Hostess Brands, Inc.",15.97,2091924753,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/twnk
TWNKW,TWNKW,"Hostess Brands, Inc.",2.86,0,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/twnkw
HMHC,HMHC,Houghton Mifflin Harcourt Company,11.7,1441021667,n/a,n/a,Consumer Services,Books,http://www.nasdaq.com/symbol/hmhc
HWCC,HWCC,Houston Wire & Cable Company,6.25,103165781.3,n/a,n/a,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/hwcc
HOVNP,HOVNP,Hovnanian Enterprises Inc,7,35000000,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/hovnp
HBMD,HBMD,"Howard Bancorp, Inc.",18.75,183062212.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbmd
HSNI,HSNI,"HSN, Inc.",36.1,1890496424,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hsni
HTGM,HTGM,"HTG Molecular Diagnostics, Inc.",5.41,41857965.27,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/htgm
HUBG,HUBG,"Hub Group, Inc.",40.3,1375966849,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/hubg
HSON,HSON,"Hudson Global, Inc.",1.28,40586787.84,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/hson
HDSN,HDSN,"Hudson Technologies, Inc.",6.69,277760905.8,n/a,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/hdsn
HUNT,HUNT,Hunter Maritime Acquisition Corp.,9.75,188296875,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/hunt
HUNTU,HUNTU,Hunter Maritime Acquisition Corp.,10.17,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/huntu
HUNTW,HUNTW,Hunter Maritime Acquisition Corp.,1.2,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/huntw
HBAN,HBAN,Huntington Bancshares Incorporated,12.6,13697711723,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hban
HBANN,HBANN,Huntington Bancshares Incorporated,25.36,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbann
HBANO,HBANO,Huntington Bancshares Incorporated,26.91,21438903062,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbano
HBANP,HBANP,Huntington Bancshares Incorporated,1374,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbanp
HURC,HURC,"Hurco Companies, Inc.",28.4,187521309.2,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hurc
HURN,HURN,Huron Consulting Group Inc.,43.05,950919568.2,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/hurn
HCM,HCM,Hutchison China MediTech Limited,18.33,194641907.5,10618762,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hcm
HBP,HBP,"Huttig Building Products, Inc.",8.97,232451432.5,n/a,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/hbp
HVBC,HVBC,"HV Bancorp, Inc.",14.01,30571571.25,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hvbc
HYGS,HYGS,Hydrogenics Corporation,7.2,90323712,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/hygs
IDSY,IDSY,"I.D. Systems, Inc.",6.36,89574030.12,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/idsy
IAC,IAC,IAC/InterActiveCorp,78.76,6122536664,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/iac
IKGH,IKGH,Iao Kun Group Holding Company Limited,0.2509,18801887.5,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/ikgh
IBKC,IBKC,IBERIABANK Corporation,78,3975665928,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkc
IBKCO,IBKCO,IBERIABANK Corporation,27.3231,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkco
IBKCP,IBKCP,IBERIABANK Corporation,27.8387,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkcp
ICAD,ICAD,icad inc.,5.35,86442443.1,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icad
IEP,IEP,Icahn Enterprises L.P.,49,7639700397,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/iep
ICCH,ICCH,"ICC Holdings, Inc.",15.1201,52920350,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/icch
ICFI,ICFI,"ICF International, Inc.",44.35,843423020.5,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/icfi
ICHR,ICHR,Ichor Holdings,18.36,454037420.5,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ichr
ICLR,ICLR,ICON plc,79.87,4355378430,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/iclr
ICON,ICON,"Iconix Brand Group, Inc.",7.32,416882967,n/a,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/icon
ICUI,ICUI,"ICU Medical, Inc.",148.5,2939883755,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icui
IPWR,IPWR,Ideal Power Inc.,2.36,33032405.52,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ipwr
INVE,INVE,"Identiv, Inc.",5.98,66720229.42,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/inve
IDRA,IDRA,"Idera Pharmaceuticals, Inc.",2.32,345897423.4,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/idra
IDXX,IDXX,"IDEXX Laboratories, Inc.",159.12,13990272913,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/idxx
IESC,IESC,"IES Holdings, Inc.",18.6,399344659.8,n/a,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/iesc
IROQ,IROQ,"IF Bancorp, Inc.",19.88,78335311.04,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/iroq
IFMK,IFMK,iFresh Inc.,14.21,203246098.9,n/a,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/ifmk
RXDX,RXDX,"Ignyta, Inc.",8.45,352365532.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxdx
INFO,INFO,IHS Markit Ltd.,43.25,17597338171,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/info
IIVI,IIVI,II-VI Incorporated,32.5,2033247808,n/a,n/a,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/iivi
KANG,KANG,"iKang Healthcare Group, Inc.",14.41,666937914.7,46282992,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/kang
IKNX,IKNX,Ikonics Corporation,8.8232,17811861.47,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/iknx
ILG,ILG,"ILG, Inc",23.07,2867755454,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/ilg
ILMN,ILMN,"Illumina, Inc.",175.29,25593094448,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/ilmn
ISNS,ISNS,"Image Sensing Systems, Inc.",2.9,14773971.7,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/isns
IMMR,IMMR,Immersion Corporation,8.48,247310949,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/immr
ICCC,ICCC,ImmuCell Corporation,5.49,26617661.1,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/iccc
IMDZ,IMDZ,Immune Design Corp.,6.15,156455120.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imdz
IMNP          ,IMNP          ,Immune Pharmaceuticals Inc.,3.53,32560070.48,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imnp
IMGN,IMGN,"ImmunoGen, Inc.",4.03,352038993.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imgn
IMMU,IMMU,"Immunomedics, Inc.",5.2,551613420.8,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/immu
IPXL,IPXL,"Impax Laboratories, Inc.",13.5,996400359,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipxl
IMPV,IMPV,"Imperva, Inc.",42.35,1416799938,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/impv
PI,PI,"Impinj, Inc.",36.24,745250014.6,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pi
IMMY,IMMY,"Imprimis Pharmaceuticals, Inc.",4.44,82707942.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/immy
INCR,INCR,"INC Research Holdings, Inc.",43.95,2377215374,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incr
INCY,INCY,Incyte Corporation,123.01,25166117833,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incy
INDB,INDB,Independent Bank Corp.,64.1,1733829939,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/indb
IBCP,IBCP,Independent Bank Corporation,21.3,454302545.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibcp
IBTX,IBTX,"Independent Bank Group, Inc",59.9,1660875872,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibtx
IDSA,IDSA,"Industrial Services of America, Inc.",1.16,9366467.56,n/a,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/idsa
INFN,INFN,Infinera Corporation,9.63,1410937668,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/infn
INFI,INFI,"Infinity Pharmaceuticals, Inc.",1.92,96850805.76,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/infi
IPCC,IPCC,Infinity Property and Casualty Corporation,97.85,1077367640,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ipcc
III,III,"Information Services Group, Inc.",3.11,131468572.8,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/iii
IFON,IFON,InfoSonics Corp,0.49,7050476.72,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/ifon
IMKTA,IMKTA,"Ingles Markets, Incorporated",46.4,940053606.4,n/a,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/imkta
INWK,INWK,"InnerWorkings, Inc.",10.01,531306075.3,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/inwk
INNL,INNL,Innocoll Holdings,2.07,825146716.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/innl
INOD,INOD,Innodata Inc.,1.9,48685280.8,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/inod
IPHS,IPHS,"Innophos Holdings, Inc.",45.91,894415957.2,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/iphs
IOSP,IOSP,Innospec Inc.,62,1522285256,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iosp
ISSC,ISSC,"Innovative Solutions and Support, Inc.",2.99,50181555.71,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/issc
INVA,INVA,"Innoviva, Inc.",12.52,1367198623,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/inva
INGN,INGN,"Inogen, Inc",79.18,1627836045,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ingn
ITEK,ITEK,Inotek Pharmaceuticals Corporation,1.95,52623320.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itek
INOV,INOV,"Inovalon Holdings, Inc.",11.65,1818343056,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/inov
INO,INO,"Inovio Pharmaceuticals, Inc.",6.27,466011900.1,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ino
INPX,INPX,Inpixon ,2.87,6261608.15,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/inpx
INSG,INSG,Inseego Corp.,2.24,125339350.1,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/insg
NSIT,NSIT,"Insight Enterprises, Inc.",41.36,1478617022,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/nsit
ISIG,ISIG,"Insignia Systems, Inc.",1.22,14226196.74,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/isig
INSM,INSM,"Insmed, Inc.",18.22,1131202420,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insm
INSE,INSE,"Inspired Entertainment, Inc.",9.85,220827829.7,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inse
INSEW,INSEW,"Inspired Entertainment, Inc.",0.62,0,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/insew
IIIN,IIIN,"Insteel Industries, Inc.",34.57,657703307.3,n/a,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/iiin
PODD,PODD,Insulet Corporation,41.5,2401986012,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/podd
INSY,INSY,"Insys Therapeutics, Inc.",10.21,736291811.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insy
NTEC,NTEC,Intec Pharma Ltd.,5.3,72810493.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ntec
IART,IART,Integra LifeSciences Holdings Corporation,42.11,3169046288,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/iart
IDTI,IDTI,"Integrated Device Technology, Inc.",23.54,3140697102,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti
INTC,INTC,Intel Corporation,36.32,1.71346E+11,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/intc
NTLA,NTLA,"Intellia Therapeutics, Inc.",13.83,498235099.1,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ntla
IPCI,IPCI,Intellipharmaceutics International Inc.,1.96,59547275.48,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipci
IPAR,IPAR,"Inter Parfums, Inc.",35.4,1102612225,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ipar
IBKR,IBKR,"Interactive Brokers Group, Inc.",34.03,13932881699,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ibkr
ICPT,ICPT,"Intercept Pharmaceuticals, Inc.",107.89,2679067406,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/icpt
IDCC,IDCC,"InterDigital, Inc.",85.4,2929791411,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/idcc
TILE,TILE,"Interface, Inc.",18.75,1206787669,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tile
LINK,LINK,"Interlink Electronics, Inc.",8.075,59174044.13,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/link
IMI,IMI,"Intermolecular, Inc.",0.8,39657760.8,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/imi
INAP,INAP,Internap Corporation,3.1,254761115.5,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inap
IBOC,IBOC,International Bancshares Corporation,35.6,2350763728,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/iboc
ISCA,ISCA,International Speedway Corporation,37.7,1696440509,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/isca
IGLD,IGLD,Internet Gold Golden Lines Ltd.,10.5311,202230672.1,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/igld
IIJI,IIJI,"Internet Initiative Japan, Inc.",8.86,16658873.24,1880234,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/iiji
IDXG,IDXG,"Interpace Diagnostics Group, Inc.",2.35,15800716.15,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/idxg
XENT,XENT,"Intersect ENT, Inc.",17.55,504708989.9,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xent
INTX,INTX,"Intersections, Inc.",4.51,107952749.1,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/intx
IVAC,IVAC,"Intevac, Inc.",13,278248438,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ivac
INTL,INTL,INTL FCStone Inc.,36.47,679794818.9,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intl
ITCI,ITCI,Intra-Cellular Therapies Inc.,12.41,538721537.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itci
IIN,IIN,IntriCon Corporation,9.55,65170460.6,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/iin
INTU,INTU,Intuit Inc.,118.36,30274751067,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu
ISRG,ISRG,"Intuitive Surgical, Inc.",813.43,29967381847,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg
INVT,INVT,"Inventergy Global, Inc.",0.2448,2823091.128,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/invt
SNAK,SNAK,"Inventure Foods, Inc.",3.99,78554768.88,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/snak
ISTR,ISTR,Investar Holding Corporation,22,193418830,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/istr
ISBC,ISBC,"Investors Bancorp, Inc.",14.41,4472193532,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/isbc
ITIC,ITIC,Investors Title Company,162.42,306338413,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic
NVIV,NVIV,InVivo Therapeutics Holdings Corp.,3.9,125232221.4,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nviv
IVTY,IVTY,"Invuity, Inc.",8.8,149329708,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ivty
IONS,IONS,"Ionis Pharmaceuticals, Inc.",44.26,5482953541,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ions
IPAS,IPAS,iPass Inc.,1.23,80915064.15,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas
DTYS,DTYS,iPath US Treasury 10-year Bear ETN,16.72,48053597.68,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtys
DTYL,DTYL,iPath US Treasury 10-year Bull ETN,76.61,5270231.73,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtyl
DTUS,DTUS,iPath US Treasury 2-year Bear ETN,30.0892,7520675.183,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtus
DTUL,DTUL,iPath US Treasury 2-year Bull ETN,63.84,3768666.72,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtul
DFVS,DFVS,iPath US Treasury 5-year Bear Exchange Traded Note,28.0561,1172744.98,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvs
DFVL,DFVL,iPath US Treasury 5-year Bull ETN,64.3,4597450,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvl
FLAT,FLAT,iPath US Treasury Flattener ETN,62.03,3486830.36,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/flat
DLBS,DLBS,iPath US Treasury Long Bond Bear ETN,17.5625,19784999.25,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbs
DLBL,DLBL,iPath US Treasury Long Bond Bull ETN,74.42,5206125.52,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbl
STPP,STPP,iPath US Treasury Steepener ETN,34.05,3535071,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/stpp
IPGP,IPGP,IPG Photonics Corporation,120.55,6440077071,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp
IRMD,IRMD,iRadimed Corporation,8.8,94503728,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irmd
IRTC,IRTC,"iRhythm Technologies, Inc.",33.63,744993182.3,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irtc
IRIX,IRIX,IRIDEX Corporation,11.17,128716903,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/irix
IRDM,IRDM,Iridium Communications Inc,10.2,993283986.6,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdm
IRDMB,IRDMB,Iridium Communications Inc,354,177000000,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdmb
IRBT,IRBT,iRobot Corporation,67.61,1853170223,n/a,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/irbt
IRWD,IRWD,"Ironwood Pharmaceuticals, Inc.",15.9,2360982287,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/irwd
IRCP,IRCP,IRSA Propiedades Comerciales S.A.,47.5,88197952.5,1856799,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/ircp
PMPT,PMPT,iSectors Post-MPT Growth ETF,24.44,9776097.76,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pmpt
SLQD,SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,50.52,358692000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slqd
TLT,TLT,iShares 20+ Year Treasury Bond ETF,123.54,6238770000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tlt
AIA,AIA,iShares Asia 50 ETF,52.17,422577000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aia
COMT,COMT,iShares Commodities Select Strategy ETF,33.22,209286000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/comt
IXUS,IXUS,iShares Core MSCI Total International Stock ETF,54.73,5035160000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ixus
FALN,FALN,iShares Fallen Angels USD Bond ETF,27.36,10944000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/faln
IFEU,IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,34.9888,41986560,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifeu
IFGL,IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,28.08,519480000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifgl
IGF,IGF,iShares Global Infrastructure ETF,42.26,1597428000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igf
GNMA,GNMA,iShares GNMA Bond ETF,49.99,172465500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnma
HYXE,HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,51.75,10350000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyxe
JKI,JKI,iShares Morningstar Mid-Cap ETF,146.713,381453800,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jki
ACWX,ACWX,iShares MSCI ACWI ex US Index Fund,43.52,2071552000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx
ACWI,ACWI,iShares MSCI ACWI Index Fund,63.02,6503664000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwi
AAXJ,AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,62.89,3006142000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj
EWZS,EWZS,iShares MSCI Brazil Small-Cap ETF,13.51,57417500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ewzs
MCHI,MCHI,iShares MSCI China ETF,50.34,2204892000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mchi
ESGD,ESGD,iShares MSCI EAFE ESG Optimized ETF,59.79,119580000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgd
SCZ,SCZ,iShares MSCI EAFE Small-Cap ETF,54.66,7335372000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scz
ESGE,ESGE,iShares MSCI EM ESG Optimized ETF,61.14,51969000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esge
EEMA,EEMA,iShares MSCI Emerging Markets Asia Index Fund,60.01,324054000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eema
EUFN,EUFN,iShares MSCI Europe Financials Sector Index Fund,20.09,916104000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eufn
IEUS,IEUS,iShares MSCI Europe Small-Cap ETF,48.52,94614000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ieus
MPCT,MPCT,iShares MSCI Global Impact ETF,51.5998,20639920,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mpct
ENZL,ENZL,iShares MSCI New Zealand Capped ETF,42.44,152784000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enzl
QAT,QAT,iShares MSCI Qatar Capped ETF,19.51,45848500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qat
